FlatFileSource_Name,FlatFileSource_ConnectionName,FlatFileSource_DataType,FlatFileSource_ColumnDelimiter,FlatFileSource_Property,FlatFileSource_Format,OleDbSource_Name,OleDbSource_ConnectionName,OleDbSource_ReadSolids,OleDbSource_Property,MergeJoinTransform_Name,MergeJoinTransform_JoinType,MergeJoinTransform_JoinInput,MergeJoinTransform_JoinCondition,LookupTransform_Name,LookupTransform_InputName,LookupTransform_DestinationName,LookupTransform_LookupOutputColumn,LookupTransform_LookupSource,LookupTransform_LookupCondition,ExpressionTransform_Name,ExpressionTransform_InputName,OleDbDestination_Name,OleDbDestination_ConnectionName,OleDbDestination_Property,FlatFileDestination_Name,FlatFileDestination_ConnectionName,FlatFileDestination_DataType,FlatFileDestination_Format,FlatFileDestination_Property,xml_filename
ReturnsHistory,s3a://source-delta-lake/data/ReturnsHistory/,Text,;,"[{'@Name': 'FileName', '#text': 'ReturnsHistory.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,ReturnsHistory,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ReturnID ,  OrderID FROM ReturnsHistory'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'ReturnsHistory'}, {'@OutputName': 'InventoryData', '@SourceName': 'PriceAdjustments'}]",{'@JoinExpression': 'ProductData.AdjustmentID  = InventoryData.AdjustmentID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' OrderID', '@DataType': 'Int16'}","{'@Name': 'ReturnsHistory', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ReturnID  = ReturnsHistory.ReturnID '},ExpressionTransform1,Merge,ReturnsHistory,DatabaseConnection,"[{'@Name': 'ReturnsHistory', '#text': 'ProcessedReturnsHistory'}, {'@Name': 'PriceAdjustments', '#text': 'ProcessedReturnsHistory'}]",ReturnsHistory,s3://delta-lake/ReturnsHistory/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ReturnsHistory.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml27.xml
PriceAdjustments,s3a://source-delta-lake/data/PriceAdjustments/,Text,:,"[{'@Name': 'FileName', '#text': 'PriceAdjustments.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '100'}]",FixedWidth,PriceAdjustments,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT AdjustmentID ,  ProductID FROM PriceAdjustments'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'ReturnsHistory'}, {'@OutputName': 'InventoryData', '@SourceName': 'PriceAdjustments'}]",{'@JoinExpression': 'ProductData.AdjustmentID  = InventoryData.AdjustmentID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' OrderID', '@DataType': 'Float32'}","{'@Name': 'PriceAdjustments', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ReturnID  = PriceAdjustments.ReturnID '},ExpressionTransform2,MergeJoin,PriceAdjustments,DatabaseConnection,"[{'@Name': 'ReturnsHistory', '#text': 'ProcessedReturnsHistory'}, {'@Name': 'PriceAdjustments', '#text': 'ProcessedReturnsHistory'}]",PriceAdjustments,s3://delta-lake/PriceAdjustments/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'PriceAdjustments.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml27.xml
StoreLocation,s3a://source-delta-lake/StoreLocation/,Text,:,"[{'@Name': 'FileName', '#text': 'StoreLocation.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,StoreLocation,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT LocationID ,  StoreName FROM StoreLocation'}",MergeJoin1,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'StoreLocation'}, {'@OutputName': 'InventoryData', '@SourceName': 'EmployeeDetails'}]",{'@JoinExpression': 'ProductData.EmployeeID  = InventoryData.EmployeeID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' StoreName', '@DataType': 'Float32'}","{'@Name': 'StoreLocation', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.LocationID  = StoreLocation.LocationID '},ExpressionTransform1,Sort,StoreLocation,DatabaseConnection,"[{'@Name': 'StoreLocation', '#text': 'ProcessedStoreLocation'}, {'@Name': 'EmployeeDetails', '#text': 'ProcessedStoreLocation'}]",StoreLocation,s3://delta-lake/StoreLocation/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'StoreLocation.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml28.xml
EmployeeDetails,s3a://source-delta-lake/EmployeeDetails/,Text,|,"[{'@Name': 'FileName', '#text': 'EmployeeDetails.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '190'}]",FixedWidth,EmployeeDetails,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT EmployeeID ,  FirstName FROM EmployeeDetails'}",MergeJoin2,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'StoreLocation'}, {'@OutputName': 'InventoryData', '@SourceName': 'EmployeeDetails'}]",{'@JoinExpression': 'ProductData.EmployeeID  = InventoryData.EmployeeID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' StoreName', '@DataType': 'Int8'}","{'@Name': 'EmployeeDetails', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.LocationID  = EmployeeDetails.LocationID '},ExpressionTransform2,MergeJoin,EmployeeDetails,DatabaseConnection,"[{'@Name': 'StoreLocation', '#text': 'ProcessedStoreLocation'}, {'@Name': 'EmployeeDetails', '#text': 'ProcessedStoreLocation'}]",EmployeeDetails,s3://delta-lake/EmployeeDetails/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeDetails.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml28.xml
VendorContracts,s3a://source-delta-lake/VendorContracts/,Text,:,"[{'@Name': 'FileName', '#text': 'VendorContracts.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,VendorContracts,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ContractID ,  VendorID FROM VendorContracts'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'VendorContracts'}, {'@OutputName': 'InventoryData', '@SourceName': 'SupplierPerformance'}]",{'@JoinExpression': 'ProductData.PerformanceID  = InventoryData.PerformanceID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' VendorID', '@DataType': 'Int32'}","{'@Name': 'VendorContracts', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ContractID  = VendorContracts.ContractID '},ExpressionTransform1,MultiCast,VendorContracts,DatabaseConnection,"[{'@Name': 'VendorContracts', '#text': 'ProcessedVendorContracts'}, {'@Name': 'SupplierPerformance', '#text': 'ProcessedVendorContracts'}]",VendorContracts,s3://delta-lake/VendorContracts/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'VendorContracts.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml29.xml
SupplierPerformance,s3a://source-delta-lake/data/SupplierPerformance/,Text,",","[{'@Name': 'FileName', '#text': 'SupplierPerformance.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '100'}]",FixedWidth,SupplierPerformance,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT PerformanceID ,  SupplierID FROM SupplierPerformance'}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'VendorContracts'}, {'@OutputName': 'InventoryData', '@SourceName': 'SupplierPerformance'}]",{'@JoinExpression': 'ProductData.PerformanceID  = InventoryData.PerformanceID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' VendorID', '@DataType': 'Float8'}","{'@Name': 'SupplierPerformance', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ContractID  = SupplierPerformance.ContractID '},ExpressionTransform2,Merge,SupplierPerformance,DatabaseConnection,"[{'@Name': 'VendorContracts', '#text': 'ProcessedVendorContracts'}, {'@Name': 'SupplierPerformance', '#text': 'ProcessedVendorContracts'}]",SupplierPerformance,s3://delta-lake/SupplierPerformance/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'SupplierPerformance.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml29.xml
WarehouseLocation,s3://source-delta-lake/data/WarehouseLocation/,Text,|,"[{'@Name': 'FileName', '#text': 'WarehouseLocation.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,WarehouseLocation,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT WarehouseID ,  LocationName FROM WarehouseLocation WHERE City NOT IN ('Paris', 'London');'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'WarehouseLocation'}, {'@OutputName': 'InventoryData', '@SourceName': 'RentalEquipment'}]",{'@JoinExpression': 'ProductData.EquipmentID  = InventoryData.EquipmentID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' LocationName', '@DataType': 'Float16'}","{'@Name': 'WarehouseLocation', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.WarehouseID  = WarehouseLocation.WarehouseID '},ExpressionTransform1,MergeJoin,WarehouseLocation,DatabaseConnection,"[{'@Name': 'WarehouseLocation', '#text': 'ProcessedWarehouseLocation'}, {'@Name': 'RentalEquipment', '#text': 'ProcessedWarehouseLocation'}]",WarehouseLocation,s3://delta-lake/WarehouseLocation/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'WarehouseLocation.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml30.xml
RentalEquipment,s3a://source-delta-lake/data/RentalEquipment/,Text,;,"[{'@Name': 'FileName', '#text': 'RentalEquipment.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '100'}]",FixedWidth,RentalEquipment,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT EquipmentID ,  EquipmentName FROM RentalEquipment'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'WarehouseLocation'}, {'@OutputName': 'InventoryData', '@SourceName': 'RentalEquipment'}]",{'@JoinExpression': 'ProductData.EquipmentID  = InventoryData.EquipmentID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' LocationName', '@DataType': 'Int64'}","{'@Name': 'RentalEquipment', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.WarehouseID  = RentalEquipment.WarehouseID '},ExpressionTransform2,LookUp,RentalEquipment,DatabaseConnection,"[{'@Name': 'WarehouseLocation', '#text': 'ProcessedWarehouseLocation'}, {'@Name': 'RentalEquipment', '#text': 'ProcessedWarehouseLocation'}]",RentalEquipment,s3://delta-lake/RentalEquipment/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'RentalEquipment.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml30.xml
customer,s3a://source-delta-lake/data/customer/,Text,|,"[{'@Name': 'FileName', '#text': 'customer.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,customer,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT  FirstName ,  FirstName FROM customer'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'customer'}, {'@OutputName': 'InventoryData', '@SourceName': 'customer_address'}]",{'@JoinExpression': 'ProductData.AddressID  = InventoryData.AddressID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' FirstName', '@DataType': 'Int16'}","{'@Name': 'customer', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData. FirstName  = customer. FirstName '},ExpressionTransform1,MultiCast,customer,DatabaseConnection,"[{'@Name': 'customer', '#text': 'Processedcustomer'}, {'@Name': 'customer_address', '#text': 'Processedcustomer'}]",customer,s3://delta-lake/customer/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'customer.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml31.xml
customer_address,s3://source-delta-lake/data/customer_address/,Text,",","[{'@Name': 'FileName', '#text': 'customer_address.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '80'}]",FixedWidth,customer_address,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT AddressID ,  CustomerID FROM customer_address'}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'customer'}, {'@OutputName': 'InventoryData', '@SourceName': 'customer_address'}]",{'@JoinExpression': 'ProductData.AddressID  = InventoryData.AddressID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' FirstName', '@DataType': 'Float64'}","{'@Name': 'customer_address', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData. FirstName  = customer_address. FirstName '},ExpressionTransform2,MultiCast,customer_address,DatabaseConnection,"[{'@Name': 'customer', '#text': 'Processedcustomer'}, {'@Name': 'customer_address', '#text': 'Processedcustomer'}]",customer_address,s3://delta-lake/customer_address/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'customer_address.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml31.xml
CustomerInformation,s3://source-delta-lake/CustomerInformation/,Text,:,"[{'@Name': 'FileName', '#text': 'CustomerInformation.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,CustomerInformation,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT CustomerInfoID ,  CustomerID FROM CustomerInformation'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerInformation'}, {'@OutputName': 'InventoryData', '@SourceName': 'AccountDetails'}]",{'@JoinExpression': 'ProductData.AccountID  = InventoryData.AccountID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int32'}","{'@Name': 'CustomerInformation', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.CustomerInfoID  = CustomerInformation.CustomerInfoID '},ExpressionTransform1,MultiCast,CustomerInformation,DatabaseConnection,"[{'@Name': 'CustomerInformation', '#text': 'ProcessedCustomerInformation'}, {'@Name': 'AccountDetails', '#text': 'ProcessedCustomerInformation'}]",CustomerInformation,s3://delta-lake/CustomerInformation/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'CustomerInformation.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml32.xml
AccountDetails,s3a://source-delta-lake/AccountDetails/,Text,;,"[{'@Name': 'FileName', '#text': 'AccountDetails.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '100'}]",FixedWidth,AccountDetails,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT AccountID ,  CustomerID FROM AccountDetails'}",MergeJoin2,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerInformation'}, {'@OutputName': 'InventoryData', '@SourceName': 'AccountDetails'}]",{'@JoinExpression': 'ProductData.AccountID  = InventoryData.AccountID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int8'}","{'@Name': 'AccountDetails', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.CustomerInfoID  = AccountDetails.CustomerInfoID '},ExpressionTransform2,MultiCast,AccountDetails,DatabaseConnection,"[{'@Name': 'CustomerInformation', '#text': 'ProcessedCustomerInformation'}, {'@Name': 'AccountDetails', '#text': 'ProcessedCustomerInformation'}]",AccountDetails,s3://delta-lake/AccountDetails/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'AccountDetails.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml32.xml
CustomerRequests,s3a://source-delta-lake/data/CustomerRequests/,Text,",","[{'@Name': 'FileName', '#text': 'CustomerRequests.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,CustomerRequests,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT RequestID ,  CustomerID FROM CustomerRequests WHERE Country = 'Germany' OR Country = 'Spain';'}",MergeJoin1,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerRequests'}, {'@OutputName': 'InventoryData', '@SourceName': 'LoanDetails'}]",{'@JoinExpression': 'ProductData.LoanID  = InventoryData.LoanID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Float32'}","{'@Name': 'CustomerRequests', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RequestID  = CustomerRequests.RequestID '},ExpressionTransform1,MultiCast,CustomerRequests,DatabaseConnection,"[{'@Name': 'CustomerRequests', '#text': 'ProcessedCustomerRequests'}, {'@Name': 'LoanDetails', '#text': 'ProcessedCustomerRequests'}]",CustomerRequests,s3://delta-lake/CustomerRequests/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'CustomerRequests.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml33.xml
LoanDetails,s3://source-delta-lake/data/LoanDetails/,Text,|,"[{'@Name': 'FileName', '#text': 'LoanDetails.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '90'}]",FixedWidth,LoanDetails,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT LoanID ,  CustomerID FROM LoanDetails'}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerRequests'}, {'@OutputName': 'InventoryData', '@SourceName': 'LoanDetails'}]",{'@JoinExpression': 'ProductData.LoanID  = InventoryData.LoanID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Float32'}","{'@Name': 'LoanDetails', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.RequestID  = LoanDetails.RequestID '},ExpressionTransform2,LookUp,LoanDetails,DatabaseConnection,"[{'@Name': 'CustomerRequests', '#text': 'ProcessedCustomerRequests'}, {'@Name': 'LoanDetails', '#text': 'ProcessedCustomerRequests'}]",LoanDetails,s3://delta-lake/LoanDetails/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'LoanDetails.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml33.xml
CreditCardDetails,s3a://source-delta-lake/CreditCardDetails/,Text,|,"[{'@Name': 'FileName', '#text': 'CreditCardDetails.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,CreditCardDetails,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT CardID ,  CustomerID FROM CreditCardDetails'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CreditCardDetails'}, {'@OutputName': 'InventoryData', '@SourceName': 'TransactionHistory'}]",{'@JoinExpression': 'ProductData.TransactionID  = InventoryData.TransactionID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Float8'}","{'@Name': 'CreditCardDetails', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.CardID  = CreditCardDetails.CardID '},ExpressionTransform1,UnionAll,CreditCardDetails,DatabaseConnection,"[{'@Name': 'CreditCardDetails', '#text': 'ProcessedCreditCardDetails'}, {'@Name': 'TransactionHistory', '#text': 'ProcessedCreditCardDetails'}]",CreditCardDetails,s3://delta-lake/CreditCardDetails/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'CreditCardDetails.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml34.xml
TransactionHistory,s3a://source-delta-lake/TransactionHistory/,Text,",","[{'@Name': 'FileName', '#text': 'TransactionHistory.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '90'}]",FixedWidth,TransactionHistory,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT TransactionID ,  CustomerID FROM TransactionHistory'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CreditCardDetails'}, {'@OutputName': 'InventoryData', '@SourceName': 'TransactionHistory'}]",{'@JoinExpression': 'ProductData.TransactionID  = InventoryData.TransactionID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Float64'}","{'@Name': 'TransactionHistory', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.CardID  = TransactionHistory.CardID '},ExpressionTransform2,UnionAll,TransactionHistory,DatabaseConnection,"[{'@Name': 'CreditCardDetails', '#text': 'ProcessedCreditCardDetails'}, {'@Name': 'TransactionHistory', '#text': 'ProcessedCreditCardDetails'}]",TransactionHistory,s3://delta-lake/TransactionHistory/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'TransactionHistory.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml34.xml
CustomerCustomerOrders,s3://source-delta-lake/data/CustomerCustomerOrders/,Text,;,"[{'@Name': 'FileName', '#text': 'CustomerCustomerOrders.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,CustomerCustomerOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT OrderID ,  CustomerID FROM CustomerOrders WHERE City NOT IN ('Delhi', 'London');'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerCustomerOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'OrderDetails'}]",{'@JoinExpression': 'ProductData.OrderDetailID  = InventoryData.OrderDetailID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Float8'}","{'@Name': 'CustomerCustomerOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.OrderID  = CustomerCustomerOrders.OrderID '},ExpressionTransform1,MergeJoin,CustomerCustomerOrders,DatabaseConnection,"[{'@Name': 'CustomerCustomerOrders', '#text': 'ProcessedCustomerOrders'}, {'@Name': 'OrderDetails', '#text': 'ProcessedCustomerOrders'}]",CustomerCustomerOrders,s3://delta-lake/CustomerCustomerOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'CustomerCustomerOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml35.xml
OrderDetails,s3://source-delta-lake/data/OrderDetails/,Text,;,"[{'@Name': 'FileName', '#text': 'OrderDetails.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '110'}]",FixedWidth,OrderDetails,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT OrderDetailID ,  OrderID FROM OrderDetails'}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerCustomerOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'OrderDetails'}]",{'@JoinExpression': 'ProductData.OrderDetailID  = InventoryData.OrderDetailID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Int16'}","{'@Name': 'OrderDetails', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.OrderID  = OrderDetails.OrderID '},ExpressionTransform2,MergeJoin,OrderDetails,DatabaseConnection,"[{'@Name': 'CustomerCustomerOrders', '#text': 'ProcessedCustomerOrders'}, {'@Name': 'OrderDetails', '#text': 'ProcessedCustomerOrders'}]",OrderDetails,s3://delta-lake/OrderDetails/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'OrderDetails.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml35.xml
PurchasePurchaseOrders,s3a://source-delta-lake/data/PurchasePurchaseOrders/,Text,",","[{'@Name': 'FileName', '#text': 'PurchasePurchaseOrders.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,PurchasePurchaseOrders,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT PurchaseOrderID ,  VendorID FROM PurchaseOrders'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'PurchasePurchaseOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ShipmentRecords'}]",{'@JoinExpression': 'ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' VendorID', '@DataType': 'Int64'}","{'@Name': 'PurchasePurchaseOrders', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.PurchaseOrderID  = PurchasePurchaseOrders.PurchaseOrderID '},ExpressionTransform1,UnionAll,PurchasePurchaseOrders,DatabaseConnection,"[{'@Name': 'PurchasePurchaseOrders', '#text': 'ProcessedPurchaseOrders'}, {'@Name': 'ShipmentRecords', '#text': 'ProcessedPurchaseOrders'}]",PurchasePurchaseOrders,s3://delta-lake/PurchasePurchaseOrders/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'PurchasePurchaseOrders.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml36.xml
ShipmentRecords,s3a://source-delta-lake/data/ShipmentRecords/,Text,",","[{'@Name': 'FileName', '#text': 'ShipmentRecords.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '120'}]",FixedWidth,ShipmentRecords,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ShipmentRecordID ,  OrderID FROM ShipmentRecords'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'PurchasePurchaseOrders'}, {'@OutputName': 'InventoryData', '@SourceName': 'ShipmentRecords'}]",{'@JoinExpression': 'ProductData.ShipmentRecordID  = InventoryData.ShipmentRecordID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' VendorID', '@DataType': 'Int8'}","{'@Name': 'ShipmentRecords', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.PurchaseOrderID  = ShipmentRecords.PurchaseOrderID '},ExpressionTransform2,Sort,ShipmentRecords,DatabaseConnection,"[{'@Name': 'PurchasePurchaseOrders', '#text': 'ProcessedPurchaseOrders'}, {'@Name': 'ShipmentRecords', '#text': 'ProcessedPurchaseOrders'}]",ShipmentRecords,s3://delta-lake/ShipmentRecords/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'ShipmentRecords.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml36.xml
